n,p,v,corpus
コップ,を,沈める,jnlp
水中,に,沈める,jnlp
下端,から,入り込む,jnlp
水,が,入り込む,jnlp
判別,で,発生する,jnlp
エラー,が,発生する,jnlp
目,から,取り出す,jnlp
順,に,取り出す,jnlp
要素,を,取り出す,jnlp
表,を,作る,jnlp
接続,を,する,jnlp
中心,と,する,jnlp
密度,を,向上出来る,jnlp
対象,を,絞る,jnlp
アノテーション,が,行われる,jnlp
問題点,が,解決する,jnlp
アノテーション,を,進める,jnlp
方法,が,取られる,jnlp
人称,と,なる,jnlp
場,に,いない,jnlp
場所,が,表現される,jnlp
位置,で,表現される,jnlp
位置,に,配置されるBakerShenkandCokely1980松本2001,jnlp
関係,を,表す,jnlp
物,が,ある,jnlp
動き,が,変化する,jnlp
数,に,呼応する,jnlp
動詞,と,呼ばれるSuttonSpenceandWoll1999市田1999,jnlp
用語,を,抽出する,jnlp
精度,を,調べる,jnlp
結果,を,ソートする,jnlp
毎,に,ソートする,jnlp
精度,が,なる,jnlp
%,に,なる,jnlp
ポイント,を,用いる,jnlp
件,が,抽出される,jnlp
専門用語,が,含まれる,jnlp
こと,が,分かる,jnlp
辞書,に,登録される,jnlp
コーパス,に,出現する,jnlp
件,を,抽出する,jnlp
%,と,なる,jnlp
節,で,述べる,jnlp
テキスト,を,する,jnlp
対象,と,する,jnlp
箇所,を,検出する,jnlp
こと,が,なる,jnlp
必要,と,なる,jnlp
箇所,を,削除出来る,jnlp
箇所,を,抽出出来る,jnlp
評価,が,行なわれる,jnlp
テキスト,から,作成される,jnlp
点,を,評価する,jnlp
必要,が,ある,jnlp
文節,を,考慮しない,jnlp
アルゴリズム,に,ある,jnlp
限界,が,ある,jnlp
数,を,増やす,jnlp
精度,が,向上する,jnlp
精度,が,向上しない,jnlp
モデル,を,提案したい,jnlp
比率,を,示す,jnlp
主体,が,明示されない,jnlp
有無,に,影響される,jnlp
主体,が,明示される,jnlp
精度,が,なる,jnlp
こと,が,分かる,jnlp
主体,が,明示される,jnlp
結果,に,なる,jnlp
バラエティー,が,富む,jnlp
特徴,を,捕らえ切れる,jnlp
こと,が,あげられる,jnlp
対話,を,書き起こす,jnlp
物,を,する,jnlp
入力,と,する,jnlp
文,を,ランク付けする,jnlp
順序,で,出力する,jnlp
文,を,出力する,jnlp
手法,を,示す,jnlp
質問,に,対応する,jnlp
応答,が,含まれない,jnlp
要約,に,含まれない,jnlp
一貫性,に,欠ける,jnlp
要約,が,出来る,jnlp
可能性,が,ある,jnlp
発話,に,跨がる,jnlp
其れ,を,入れるその一部,jnlp
考慮,に,入れるその一部,jnlp
こと,を,示す,jnlp
人手,で,作られる,jnlp
自動,で,構築される,jnlp
回数,を,計数する,jnlp
方法,に,従う,jnlp
結果,を,集める,jnlp
推定,を,行う,jnlp
アラインメント,を,数え上げる,jnlp
途中,で,得られる,jnlp
互い,が,協調する,jnlp
発話,を,受けず,jnlp
システム,が,行う,jnlp
発話,を,行う,jnlp
破綻,と,みなされる,jnlp
話,を,する,jnlp
車,で,行く,jnlp
ユーザー,が,話し掛ける,jnlp
経験,に,基づく,jnlp
式,で,与える,jnlp
こと,と,する,jnlp
相違,が,見られる,jnlp
詞,と,する,jnlp
表現,が,現れる,jnlp
詞,と,する,jnlp
こと,が,分かる,jnlp
PFS,を,支持する,jnlp
結果,が,得られる,jnlp
辞書,を,用いる,jnlp
効果,を,確認する,jnlp
性能,を,確認する,jnlp
値,を,示す,jnlp
モデル,が,達成する,jnlp
モデル,と,比較する,jnlp
性能,を,達成する,jnlp
ヴォート,から,向上する,jnlp
性能,が,向上する,jnlp
他,と,比べる,jnlp
モデル,が,捉える,jnlp
特徴,を,捉える,jnlp
こと,を,示唆する,jnlp
ネットワーク,に,基づく,jnlp
境界,と,推定される,jnlp
度,が,ある,jnlp
範囲,に,ある,jnlp
文書,から,選択される,jnlp
サンプル,が,選択される,jnlp
度,が,なる,jnlp
値,と,なる,jnlp
傾向,が,ある,jnlp
文書,を,選択する,jnlp
以下,に,示す,jnlp
辞書,を,用いる,jnlp
方,に,ある,jnlp
格納庫,に,相当する,jnlp
スタック,を,表す,jnlp
文,を,見る,jnlp
頭,から,見る,jnlp
トップダウン,で,解析する,jnlp
最初,に,始まる,jnlp
s,から,始まる,jnlp
s,を,変形する,jnlp
VP,を,覚える,jnlp
N,を,覚える,jnlp
部分,を,認識する,jnlp
つ,を,覚える,jnlp
スタック,に,覚える,jnlp
必要,が,ある,jnlp
考え方,で,なる,jnlp
スタック,に,積む,jnlp
スタック,に,積む,jnlp
スタック,に,積む,jnlp
数,を,数える,jnlp
枝,に,足す,jnlp
要領,で,ふる,jnlp
数字,を,ふる,jnlp
数字,を,足す,jnlp
物,が,する,jnlp
スタック,に,積む,jnlp
個数,と,する,jnlp
DT,と,見る,jnlp
1,が,ある,jnlp
オノマトペ,に,付与される,jnlp
語,を,する,jnlp
対象,に,する,jnlp
必要,が,ある,jnlp
語,を,する,jnlp
対象,に,する,jnlp
必要,が,ある,jnlp
候補,を,扱う,jnlp
こと,で,補完する,jnlp
特徴,から,推定される,jnlp
語,を,補完する,jnlp
事例,を,模倣する,jnlp
言語,を,作成する,jnlp
アナロジー,に,基づく,jnlp
人間,が,学ぶ,jnlp
言語,を,学ぶ,jnlp
過程,に,注目する,jnlp
過程,を,真似る,jnlp
翻訳,が,出来る,jnlp
文節,を,学習する,jnlp
今迄,に,学習する,jnlp
中,から,する,jnlp
文節,を,模倣利用する,jnlp
語句,を,置き換える,jnlp
文,を,作成する,jnlp
今迄,に,収集する,jnlp
事例,を,真似る,jnlp
こと,で,作る,jnlp
文,が,作る,jnlp
手法,を,適用する,jnlp
こと,を,考える,jnlp
中心,と,する,jnlp
規則,に,基づく,jnlp
構造,を,生成する,jnlp
規則,に,基づく,jnlp
間,に,生じる,jnlp
差,が,生じる,jnlp
構造,を,選択する,jnlp
機構,から,構成される,jnlp
時点,で,優先されない,jnlp
構造,が,選択される,jnlp
構造,を,する,jnlp
構成要素,と,する,jnlp
構造,が,生成できない,jnlp
場合,に,限られる,jnlp
積み重ね,で,進める,jnlp
解析,を,進める,jnlp
探索,が,行なわれる,jnlp
こと,が,保証されない,jnlp
類似度,を,計算する,jnlp
類似度,に,基づく,jnlp
条文,が,対応する,jnlp
事,で,解く事,jnlp
尺度,が,与えられる,jnlp
関係,を,推定する,jnlp
方法,を,提案する,jnlp
型,に,属する,jnlp
自立語,を,代用する,jnlp
品詞,で,代用する,jnlp
語,を,含める,jnlp
語,を,用いる,jnlp
句読点,を,考慮する,jnlp
リテラル,と,する,jnlp
オーダー,に,なる,jnlp
等,を,記憶する,jnlp
情報量,を,測る,jnlp
例文,を,翻訳する,jnlp
結果,を,参照する,jnlp
例文,に,付与される,jnlp
設問,に,回答する,jnlp
判断,が,異なる,jnlp
判断,を,する,jnlp
結果,を,用いる,jnlp
例,が,付与される,jnlp
客観性,を,実現する,jnlp
解説,が,付与される,jnlp
結果,から,理解する,jnlp
システム,が,対応する,jnlp
現象,を,理解する,jnlp
客観性,を,実現出来る,jnlp
精度,が,向上する,jnlp
言語,で,向上する,jnlp
付け,が,試みられる,jnlp
ドメイン,で,行う,jnlp
アラインメント,を,行う,jnlp
ドメイン,で,行う,jnlp
コーパス,を,扱う,jnlp
コーパス,が,用いられる,jnlp
コーパス,に,依存しない,jnlp
付け,を,実現する,jnlp
関係,を,扱う,jnlp
整合性,を,考慮する,jnlp
関係,を,推定する,jnlp
概念,を,導入する,jnlp
関係,を,用いる,jnlp
解析,に,用いる,jnlp
関係,を,通す,jnlp
関係,が,求まる,jnlp
情報,を,利用する,jnlp
手掛かり,に,利用する,jnlp
情報,を,用いる,jnlp
事例,を,抽出する,jnlp
方法,を,用いる,jnlp
事例,を,分類する,jnlp
関係,に,ある,jnlp
o,を,考える,jnlp
構造,を,持つ,jnlp
項,を,共有する,jnlp
関係,と,なる,jnlp
推定,に,利用出来る,jnlp
可能性,が,ある,jnlp
組,を,取り出す,jnlp
関係,を,利用する,jnlp
手法,が,被覆する,jnlp
精度,を,分析する,jnlp
実験,を,行う,jnlp
節,に,述べる,jnlp
対象,に,なる,jnlp
数,が,減少する,jnlp
こと,を,入れる,jnlp
考慮,に,入れる,jnlp
節,に,述べる,jnlp
時間,を,考慮する,jnlp
素性,が,対応する,jnlp
群,を,作成する,jnlp
ALL,を,含む,jnlp
物,と,する,jnlp
知見,を,利用する,jnlp
言い直し,を,役立てる,jnlp
方法論,に,役立てる,jnlp
方法論,を,示す,jnlp
例,を,述べる,jnlp
関心,が,ある,jnlp
物,を,抽出する,jnlp
分布,に,基づく,jnlp
期待値,を,計算する,jnlp
期待値,を,呼ぶ,jnlp
損失,と,呼ぶ,jnlp
損失,を,持つ,jnlp
行動,を,選択する,jnlp
以下,に,示す,jnlp
節,を,伴う,jnlp
部,を,除外する,jnlp
メニュー,が,なる,jnlp
名詞,が,連続する,jnlp
箇所,を,特定する,jnlp
パターン,で,特定する,jnlp
詞,が,補う,jnlp
物,と,する,jnlp
要素,を,補う,jnlp
必要,が,ある,jnlp
要素,を,英訳する,jnlp
従属節,に,補う,jnlp
要素,を,補う,jnlp
従属節,を,支配する,jnlp
名詞,が,なる,jnlp
節内,で,なる,jnlp
要素,に,なる,jnlp
関係詞,を,選択する,jnlp
従属節,に,補う,jnlp
要素,を,補う,jnlp
前節,で,抽出される,jnlp
情報,が,提示される,jnlp
必要,が,ある,jnlp
名詞句,が,出現する,jnlp
中,に,出現する,jnlp
此処,で,限定する,jnlp
対象,と,する,jnlp
連続,に,限定する,jnlp
名詞句,が,言及される,jnlp
ツイート,で,言及される,jnlp
名詞句,が,含まれる,jnlp
フレーズ,に,含まれる,jnlp
キーワード,と,なる,jnlp
キーワード,と,なる,jnlp
尺度,に,求められる,jnlp
相関係数,で,評価される,jnlp
単位,で,行われる,jnlp
評価,が,行われる,jnlp
評価,を,比べる,jnlp
こと,で,評価する,jnlp
毎,に,付けられる,jnlp
人手,で,付けられる,jnlp
優劣,が,付けられる,jnlp
優劣,を,識別出来る,jnlp
変換,を,行う,jnlp
変換,を,行わず,jnlp
学習,を,行う,jnlp
変換,を,行う,jnlp
文,を,用いる,jnlp
必要,が,ある,jnlp
為,に,する,jnlp
構成,と,する,jnlp
構成,に,する,jnlp
処理,で,除外される,jnlp
手法,が,提案される,jnlp
書き言葉,を,する,jnlp
対象,と,する,jnlp
独話,を,する,jnlp
対象,と,する,jnlp
音声,を,収録する,jnlp
コア,と,呼ばれる,jnlp
情報,が,付与される,jnlp
整合性,を,調整する,jnlp
用例,から,作成する,jnlp
種別,を,作成する,jnlp
各語,を,分類する,jnlp
関連性,を,想起する,jnlp
つ,に,分類出来る,jnlp
基準,を,規定する,jnlp
論文,で,生成する,jnlp
クラスター,に,含まれる,jnlp
不足,が,ある,jnlp
部,に,含まれる,jnlp
ノイズ,と,なる,jnlp
対象,を,限定する,jnlp
其れ,に,掛かる,jnlp
要素,に,限定する,jnlp
全て,が,抽出される,jnlp
実験,で,用いる,jnlp
内訳,を,示す,jnlp
申し出,を,表す,jnlp
両者,を,表示する,jnlp
形式,で,表示する,jnlp
自動,と,言う,jnlp
ユーザー,が,入力する,jnlp
キーワード,を,入力する,jnlp
形式,で,表示される,jnlp
ウインドー,に,表示される,jnlp
形式,で,表示される,jnlp
候補,が,示される,jnlp
其れ,を,クリックする,jnlp
表示,に,変化する,jnlp
文,が,分割される,jnlp
ウインドー,で,分割される,jnlp
目,に,対応する,jnlp
目,に,表示される,jnlp
左右,に,並べる,jnlp
kwic,と,比べる,jnlp
頻度,に,基づく,jnlp
係数,と,類似する,jnlp
物,と,考えられる,jnlp
計算式,が,掲載される,jnlp
テキスト,から,自動生成する,jnlp
スライド,を,自動生成する,jnlp
手法,を,提案する,jnlp
 ,に,示す,jnlp
本稿,で,生成する,jnlp
テキスト,から,抽出する,jnlp
箇条書き,から,構成される,jnlp
箇条書き,を,使う,jnlp
構造,を,訴える,jnlp
インデント,が,並べる,jnlp
要素,を,並べる,jnlp
こと,で,表す,jnlp
関係,を,表す,jnlp
インデント,を,下げる,jnlp
内容,を,表す,jnlp
こと,が,なる,jnlp
箇条書き,に,与える,jnlp
インデント,を,与える,jnlp
関係,を,解析する,jnlp
必要,が,ある,jnlp
構造,を,解析する,jnlp
テキスト,から,抽出整形される,jnlp
テキスト,を,する,jnlp
箇条書き,に,する,jnlp
インデント,を,決定する,jnlp
構造,に,基づく,jnlp
スライド,を,生成する,jnlp
テキスト,に,比べる,jnlp
物,に,する,jnlp
テキスト,に,ある,jnlp
構造,が,ある,jnlp
スライド,を,生成する,jnlp
号線,が,開通する,jnlp
関係,が,解析される,jnlp
等,が,表示される,jnlp
インデント,で,表示される,jnlp
スライド,が,生成される,jnlp
各文,から,取り出す,jnlp
主題,を,取り出す,jnlp
部,を,分ける,jnlp
スライド,を,見易い,jnlp
何,が,対比される,jnlp
一部,を,拡張する,jnlp
抽出,を,する,jnlp
ベース,に,する,jnlp
要約,を,行う,jnlp
全体,を,縮める,jnlp
文章,を,要約する,jnlp
其れ,に,類する,jnlp
手法,を,用いる,jnlp
要約,に,用いられる,jnlp
文章,から,抽出する,jnlp
文,を,抽出する,jnlp
素性,を,用意する,jnlp
必要,が,ある,jnlp
先頭,に,ある,jnlp
構造,を,示す,jnlp
素性,を,用いる,jnlp
人手,で,与える,jnlp
値,を,与える,jnlp
学習,を,用いる,jnlp
情報,を,統合する,jnlp
論文,で,示される,jnlp
素性,を,用いる,jnlp
結果,を,示す,jnlp
要約,に,用いられる,jnlp
点,に,ある,jnlp
特徴,が,ある,jnlp
検索,を,行う,jnlp
語,を,利用する,jnlp
妥当性,を,示す,jnlp
語,が,利用される,jnlp
語,を,調査する,jnlp
改良,に,繋がる,jnlp
知見,を,得たい,jnlp
手掛かり,に,行う,jnlp
文字列,が,含まれる,jnlp
結果,に,含まれる,jnlp
文字列,が,含まれる,jnlp
文字列,を,含む,jnlp
誤り,が,ある,jnlp
文字列,を,含む,jnlp
失敗,と,する,jnlp
翻訳,を,評価する,jnlp
先,に,示す,jnlp
bleu,で,評価する,jnlp
とも,に,なる,jnlp
直感,に,反する,jnlp
開発,に,結び付く,jnlp
結果,を,示す,jnlp
 ,に,示す,jnlp
評価,で,なる,jnlp
合格,と,なる,jnlp
不合格,と,なる,jnlp
翻訳,が,得られる,jnlp
動詞,を,補う,jnlp
部分,に,加える,jnlp
変更,を,加える,jnlp
品質,が,改善される,jnlp
合格,と,なる,jnlp
品質,が,低下する,jnlp
接続,に,用いる,jnlp
照合,を,用いる,jnlp
情報,が,失われる,jnlp
情報,を,組み込む,jnlp
オントロジー,に,組み込む,jnlp
階層,に,用いる,jnlp
オントロジー,を,用いる,jnlp
情報,が,失われる,jnlp
部分,を,判定する,jnlp
人手,で,判定する,jnlp
類似性,に,基づく,jnlp
手法,が,発展する,jnlp
計算,に,用いる,jnlp
チャート,を,用いる,jnlp
同定,を,行う,jnlp
情報,に,基づく,jnlp
類似度,を,計算する,jnlp
法,を,用いる,jnlp
経路,に,付与される,jnlp
ルール,に,基づく,jnlp
頂点,に,与えられる,jnlp
人手,で,設計される,jnlp
和,で,表される,jnlp
パーセプトロン,が,用いられる,jnlp
入れ子,と,なる,jnlp
構造,を,扱う,jnlp
手法,を,拡張する,jnlp
ルール,を,設ける,jnlp
類似度,を,計算する,jnlp
組み合わせ,を,解析する,jnlp
構文解析器,を,拡張する,jnlp
モデル,と,組み合わせる,jnlp
範囲,を,同定する,jnlp
分解,を,用いる,jnlp
手法,を,提案する,jnlp
要素,を,実現する,jnlp
手法,が,ある,jnlp
関連,が,ある,jnlp
表現,が,含まれる,jnlp
分割,を,する,jnlp
こと,を,示す,jnlp
4,で,示す,jnlp
正解,が,含まれる,jnlp
台湾,が,残る,jnlp
候補,に,残る,jnlp
同時,に,残る,jnlp
場合,に,着目する,jnlp
組み合わせ,が,出力する,jnlp
国,が,残る,jnlp
同時,に,残る,jnlp
候補,に,残る,jnlp
日本,が,残る,jnlp
中,に,残る,jnlp
箇国,が,出力される,jnlp
地名,が,絞られる,jnlp
箇国,に,絞られる,jnlp
こと,を,示す,jnlp
スペイン,に,加える,jnlp
アメリカ,を,加える,jnlp
箇国,が,残る,jnlp
互い,に,残る,jnlp
確率,が,なる,jnlp
圏,に,属する,jnlp
国,と,比べる,jnlp
物,と,推測出来る,jnlp
解析,で,使用する,jnlp
辞書,に,含まれる,jnlp
語,から,派生する,jnlp
オノマトペ,を,する,jnlp
対象,と,する,jnlp
手法,を,提案する,jnlp
語,から,派生する,jnlp
表記,に,相当する,jnlp
オノマトペ,に,相当する,jnlp
パターン,を,導入する,jnlp
認識,を,行う,jnlp
文,が,入力される,jnlp
実線,で,示す,jnlp
経路,に,加える,jnlp
破線,で,示す,jnlp
未知語,に,相当する,jnlp
其れ,を,経由する,jnlp
経路,を,追加する,jnlp
ラティス,から,探索する,jnlp
経路,を,探索する,jnlp
解析,を,実現する,jnlp
属性,を,持つ,jnlp
後,に,ある,jnlp
属性,を,持つ,jnlp
14,が,ある,jnlp
候補,が,判定される,jnlp
点,と,判定される,jnlp
データ,が,到達する,jnlp
木,に,沿う,jnlp
クラス,を,持つ,jnlp
こと,が,分かる,jnlp
葉,を,生成する,jnlp
データ,を,調べる,jnlp
ラベル,が,付与される,jnlp
データ,から,抽出される,jnlp
継承,に,基づく,jnlp
候補,に,使う,jnlp
候補,と,する,jnlp
候補,と,する,jnlp
b,を,する,jnlp
候補,と,する,jnlp
実験,で,用いる,jnlp
形態素,に,付与する,jnlp
品詞,を,付与する,jnlp
時,に,掛かる,jnlp
形態素,を,連接する,jnlp
時,に,掛かる,jnlp
和,が,なる,jnlp
全体,で,なる,jnlp
最小,と,なる,jnlp
品詞,を,決める,jnlp
必要,が,ある,jnlp
学習,に,基づく,jnlp
コスト,に,相当する,jnlp
物,を,表す,jnlp
モデル,を,学習する,jnlp
コーパス,から,学習する,jnlp
JUMAN,が,出力する,jnlp
未知語,を,分割する,jnlp
文字,から,なる,jnlp
語,に,分割する,jnlp
